#      wavelength (Angstrom)  Normalized Flux (Dimensionless)
       4457.4620      1.01535
       4457.4918      1.00901
       4457.5215     0.995337
       4457.5513      1.02361
       4457.5810      1.02507
       4457.6107      1.02001
       4457.6405      1.02721
       4457.6702      1.00582
       4457.6999     0.984318
       4457.7297     0.990628
       4457.7594      1.00532
       4457.7892     0.996673
       4457.8189     0.977850
       4457.8486      1.02405
       4457.8784      1.00244
       4457.9081     0.959560
       4457.9379      1.00049
       4457.9676      1.01422
       4457.9973     0.980726
       4458.0271     0.899856
       4458.0568     0.935302
       4458.0866     0.979414
       4458.1163     0.964105
       4458.1460     0.949664
       4458.1758     0.970766
       4458.2055     0.973685
       4458.2353     0.951427
       4458.2650     0.986867
       4458.2948      1.01158
       4458.3245      1.02186
       4458.3542      1.01982
       4458.3840      1.05072
       4458.4137      1.06324
       4458.4435      1.03634
       4458.4732      1.03816
       4458.5030      1.06940
       4458.5327      1.06111
       4458.5624      1.02540
       4458.5922      1.03002
       4458.6219      1.04029
       4458.6517     0.995784
       4458.6814     0.984657
       4458.7112      1.00962
       4458.7409     0.990921
       4458.7707     0.995313
       4458.8004      1.00935
       4458.8302      1.02821
       4458.8599      1.04199
       4458.8896      1.00416
       4458.9194     0.983686
       4458.9491      1.04853
       4458.9789      1.04556
       4459.0086     0.980980
       4459.0384      1.03731
       4459.0681      1.01621
       4459.0979      1.00872
       4459.1276      1.00297
       4459.1574     0.989811
       4459.1871      1.01578
       4459.2169      1.03950
       4459.2466      1.03385
       4459.2764      1.01626
       4459.3061     0.996571
       4459.3359     0.981944
       4459.3656      1.02366
       4459.3954      1.05894
       4459.4251     0.978498
       4459.4549     0.927862
       4459.4846     0.917319
       4459.5144     0.996643
       4459.5441     0.953143
       4459.5739     0.928434
       4459.6036     0.984025
       4459.6334     0.999997
       4459.6631      1.03003
       4459.6929     0.978122
       4459.7226     0.921808
       4459.7524      1.01289
       4459.7821     0.989103
       4459.8119      1.00581
       4459.8416     0.988438
       4459.8714      1.00920
       4459.9011     0.982250
       4459.9309      1.00666
       4459.9606      1.00153
       4459.9904     0.969762
       4460.0202     0.996864
       4460.0499      1.01777
       4460.0797      1.00566
       4460.1094     0.999566
       4460.1392     0.979409
       4460.1689     0.979665
       4460.1987      1.01247
       4460.2284     0.995058
       4460.2582     0.981484
       4460.2879     0.968524
       4460.3177     0.940352
       4460.3475     0.919925
       4460.3772     0.956528
       4460.4070     0.934321
       4460.4367     0.972858
       4460.4665     0.973032
       4460.4962      1.00166
       4460.5260     0.964534
       4460.5558     0.943306
       4460.5855     0.903266
       4460.6153     0.928091
       4460.6450     0.955663
       4460.6748     0.989475
       4460.7046      1.01712
       4460.7343     0.998971
       4460.7641      1.00069
       4460.7938      1.02333
       4460.8236      1.01333
       4460.8533      1.00814
       4460.8831      1.00316
       4460.9129     0.982412
       4460.9426     0.969862
       4460.9724     0.962592
       4461.0021     0.958470
       4461.0319     0.966725
       4461.0617     0.980445
       4461.0914     0.991914
       4461.1212     0.949506
       4461.1510     0.948560
       4461.1807     0.980765
       4461.2105     0.942369
       4461.2402     0.934838
       4461.2700     0.965232
       4461.2998     0.905887
       4461.3295     0.935876
       4461.3593     0.939504
       4461.3891     0.957755
       4461.4188     0.924036
       4461.4486     0.891680
       4461.4783     0.920314
       4461.5081     0.951290
       4461.5379     0.955820
       4461.5676     0.930519
       4461.5974     0.911153
       4461.6272     0.919640
       4461.6569     0.912085
       4461.6867     0.884911
       4461.7165     0.893163
       4461.7462     0.927428
       4461.7760     0.926732
       4461.8058     0.911188
       4461.8355     0.930744
       4461.8653     0.944185
       4461.8951     0.936714
       4461.9248     0.973398
       4461.9546      1.00795
       4461.9844     0.960850
       4462.0141     0.926886
       4462.0439     0.939268
       4462.0737     0.965487
       4462.1034     0.963303
       4462.1332     0.897636
       4462.1630     0.935480
       4462.1927     0.972492
       4462.2225     0.978122
       4462.2523     0.950099
       4462.2820     0.950733
       4462.3118     0.941868
       4462.3416     0.944905
       4462.3713     0.989481
       4462.4011      1.00259
       4462.4309     0.994823
       4462.4607     0.978790
       4462.4904     0.961839
       4462.5202     0.965276
       4462.5500     0.974525
       4462.5797     0.980219
       4462.6095     0.977325
       4462.6393     0.981056
       4462.6691     0.990927
       4462.6988     0.934585
       4462.7286     0.926654
       4462.7584     0.993090
       4462.7881      1.01112
       4462.8179      1.00881
       4462.8477     0.985044
       4462.8775     0.900528
       4462.9072     0.894349
       4462.9370     0.939789
       4462.9668     0.865303
       4462.9966     0.921390
       4463.0263     0.853769
       4463.0561     0.876925
       4463.0859     0.905073
       4463.1156     0.913321
       4463.1454     0.894269
       4463.1752     0.855380
       4463.2050     0.821859
       4463.2348     0.843306
       4463.2645     0.876131
       4463.2943     0.877918
       4463.3241     0.884168
       4463.3539     0.895377
       4463.3836     0.887390
       4463.4134     0.883293
       4463.4432     0.881895
       4463.4730     0.862869
       4463.5027     0.866653
       4463.5325     0.885474
       4463.5623     0.873485
       4463.5921     0.907089
       4463.6218     0.931614
       4463.6516     0.946985
       4463.6814     0.939354
       4463.7112     0.934282
       4463.7410     0.976944
       4463.7707      1.01156
       4463.8005     0.989250
       4463.8303      1.00949
       4463.8601     0.997284
       4463.8899     0.994437
       4463.9196      1.01889
       4463.9494      1.00044
       4463.9792     0.999228
       4464.0090      1.00348
       4464.0388     0.986067
       4464.0685     0.989787
       4464.0983     0.992622
       4464.1281     0.973415
       4464.1579     0.995701
       4464.1877      1.04528
       4464.2174      1.03936
       4464.2472      1.00292
       4464.2770      1.00470
       4464.3068      1.01534
       4464.3366     0.999944
       4464.3664      1.00767
       4464.3961      1.03988
       4464.4259      1.01062
       4464.4557     0.975214
       4464.4855     0.973299
       4464.5153      1.01839
       4464.5451      1.03407
       4464.5748     0.973077
       4464.6046     0.996575
       4464.6344      1.01702
       4464.6642      1.01571
       4464.6940      1.00764
       4464.7238      1.00400
       4464.7536     0.978018
       4464.7833      1.01648
       4464.8131      1.02497
       4464.8429      1.01812
       4464.8727      1.03780
       4464.9025      1.01699
       4464.9323      1.00536
       4464.9621      1.01151
       4464.9919      1.00838
       4465.0216      1.00349
       4465.0514      1.01829
       4465.0812      1.03006
       4465.1110      1.02847
       4465.1408      1.03379
       4465.1706      1.01338
       4465.2004     0.995203
       4465.2302     0.997856
       4465.2599      1.01508
       4465.2897      1.00377
       4465.3195     0.950050
       4465.3493      1.00356
       4465.3791      1.00868
       4465.4089      1.05843
       4465.4387      1.06329
       4465.4685      1.01162
       4465.4983     0.993324
       4465.5281      1.02373
       4465.5578      1.00119
       4465.5876      1.00044
       4465.6174      1.03300
       4465.6472     0.997169
       4465.6770     0.971662
       4465.7068     0.961497
       4465.7366     0.958733
       4465.7664     0.966907
       4465.7962     0.956696
       4465.8260     0.966964
       4465.8558     0.993803
       4465.8856     0.990082
       4465.9153     0.967625
       4465.9451     0.957840
       4465.9749     0.962155
       4466.0047     0.977656
       4466.0345      1.01283
       4466.0643      1.00403
       4466.0941     0.960854
       4466.1239     0.937985
       4466.1537     0.930646
       4466.1835     0.973643
       4466.2133     0.965830
       4466.2431     0.967289
       4466.2729     0.998184
       4466.3027     0.995995
       4466.3325     0.992497
       4466.3623     0.994039
       4466.3921     0.944967
       4466.4219     0.901622
       4466.4517     0.980910
       4466.4815     0.993149
       4466.5113     0.962007
       4466.5411     0.988093
       4466.5709     0.987496
       4466.6007     0.953882
       4466.6304     0.932820
       4466.6602     0.905436
       4466.6900     0.918201
       4466.7198     0.958370
       4466.7496     0.952005
       4466.7794     0.949869
       4466.8092     0.976869
       4466.8390     0.966171
       4466.8688     0.952069
       4466.8986     0.966028
       4466.9284     0.990313
       4466.9582     0.991438
       4466.9880     0.970261
       4467.0178     0.938484
       4467.0476     0.934697
       4467.0774     0.921850
       4467.1072     0.962563
       4467.1370      1.02007
       4467.1668      1.01329
       4467.1966      1.01402
       4467.2265      1.04637
       4467.2563      1.02858
       4467.2861      1.02321
       4467.3159      1.02777
       4467.3457     0.987039
       4467.3755     0.966575
       4467.4053     0.973244
       4467.4351     0.979653
       4467.4649      1.00759
       4467.4947      1.02670
       4467.5245      1.01782
       4467.5543      1.00253
       4467.5841      1.00085
       4467.6139      1.01770
       4467.6437     0.998631
       4467.6735     0.914321
       4467.7033     0.865933
       4467.7331     0.901427
       4467.7629     0.942603
       4467.7927     0.876682
       4467.8225     0.858608
